Symbol,Fincode,ISIN,Latest_Date,Latest_Close,Latest_Volume,Turnover,1_Week,1_Month,3_Months,6_Months,9_Months,1_Year,3_Years,5_Years,Raw_Score,Normalized_Score
MADRASFERT,200032,INE414A01015,2025-09-08,91.26,116244,10521302.561999999,3.2820280669986484,2.3323615160349833,-4.758922980588592,29.336734693877553,-9.670394932198354,-13.71844568403138,71.38028169014086,425.99423631123915,-70.06303329668756,32.180680432611695
MAFANG,302208,INF769K01HF4,2025-09-08,162.46,114363,18068896.548,0.8254204679451452,3.031456113647895,19.667059516794357,43.275421112972936,24.42368078425367,74.51928241486733,,,4010.580334275197,59.15703469792158
MAGADSUGAR,286955,INE347W01011,2025-09-08,563.6,2358,1275424.5150000001,5.6320869646706155,7.403525488327779,-24.647369476569292,8.541165142031781,-20.753655793025874,-32.80877443967572,85.05992447873912,377.2226926333616,-1963.012083761265,19.666755643859656
MAGNUM,132896,INE387I01016,2025-09-08,24.98,89949,2147082.63,1.586010573403825,4.213600333750528,-8.195516354281516,-4.107485604606527,-40.009606147934676,-50.15961691939346,81.92104401684887,495.37796223695983,-2953.2876366149626,13.120233017955035
MAHABANK,132525,INE457A01014,2025-09-08,53.07,3011666,162530579.022,2.03806960199962,-4.653251886453461,-6.037535410764867,17.605347420540774,-2.0972846155476694,-9.13912444303404,192.50399510852148,342.9007861157369,69.05394562634469,33.10035622137841
MAHAPEXLTD,123384,INE843B01013,2025-09-08,98.96,15837,1650049.1115000003,-3.236530751931165,-3.931657120667907,-14.564447897781235,-7.95274858152731,-40.129469417387625,-40.50739449320669,-15.563139931740622,64.93333333333332,-2938.9400073356733,13.21508245600719
MAHASTEEL,113554,INE451L01014,2025-09-08,401.85,36368,12948008.120000001,14.814285714285722,10.368030760780005,27.936962750716333,67.4375,102.30064438179625,111.53340001052798,461.2430167597766,221.8662394873849,8603.375036642517,89.51912366249138
MAHEPC,123754,INE215D01010,2025-09-08,159.39,118460,18940154.79,-5.192719486081381,18.014215904042636,12.112259970457902,44.55831670596769,31.477357089829233,17.918177110305542,41.67999999999999,0.4347826086956508,2854.0800836694934,51.511632329220326
MAHESHWARI,233160,INE263W01010,2025-09-08,60.4,13508,804766.1159999999,2.286198137171891,1.3933187846231296,3.1244664504012265,9.798218505726233,-6.0214719153570835,-11.124190700412,-26.74348089751365,-30.133024869866983,-154.20875456556823,31.624409133605706
MAHKTECH,304474,INF769K01HS7,2025-09-08,25.35,336013,8398476.9285,-0.666144200626952,6.244761106454325,14.913871260199468,-2.7244819646968432,31.07549120992762,89.60359012715035,,,3277.3785722631346,54.3099778251824
MAHLIFE,132313,INE813A01018,2025-09-08,371.0,149353,52074910.50999999,6.258055277101539,8.384458077709608,5.263157894736845,32.39630795246371,-16.074251427826162,-27.11033587454615,-24.634427164051072,416.5996664243252,-327.5347092010517,30.478584337256986
MAHLOG,218067,INE766P01016,2025-09-08,321.05,54977,17759907.522499997,1.453626165270982,-0.29503105590061757,1.1937572662203075,43.281919576432564,-8.062172445834337,-25.34745949368385,-29.257973630401196,10.385973371827697,285.40614391827745,34.53061930037779
MAHSCOOTER,100266,INE288A01013,2025-09-08,17515.0,21213,334259604.9,8.606684442239722,19.588966270654105,20.901497894664182,87.4876230337349,84.46162271463476,73.9454279117114,276.89766846346686,508.60349560443376,7371.211827323054,81.37352791858754
MAHSEAMLES,100265,INE271B01025,2025-09-08,637.1,123443,81864928.74000001,-1.7806212903723047,-3.4038359487529277,-8.396836808051757,-2.3002606962122374,-18.38329490135793,-4.640023948510702,56.814965232908754,474.6110484780158,-1061.521353143602,25.626338759917566
MAITHANALL,200556,INE683C01011,2025-09-08,1109.3,26478,28464511.950000003,5.6375583277783115,5.04734848484848,-10.025143969502809,23.640213999108326,-1.5312236474191114,0.9372156505914426,6.402570620114144,111.69847328244273,247.39863300671755,34.27935890177477
MAKEINDIA,305156,INF769K01IB1,2025-09-08,150.68,44356,6474889.278000001,2.4824865673672076,6.202424584155633,3.2266904158388767,17.67278406872315,3.64561837941946,-0.24495200264813277,,,601.3883113963101,36.61951708525821
MALLCOM,221128,INE389C01015,2025-09-08,1273.0,3238,4008660.1900000004,-2.024166859077962,6.145251396648049,16.404535479151434,9.703550499827637,-20.509538230978176,-14.689719876692134,79.00583561836463,,-522.9262912649735,29.186887890539047
MALUPAPER,132728,INE383H01017,2025-09-08,38.24,103311,3942502.7265000003,0.9503695881731768,0.1047120418848145,-8.930697785186949,10.9048723897912,-19.494736842105258,-22.465531224655308,4.623803009575937,45.95419847328245,-1180.7928534810585,24.83785764136964
MAMATA,313255,INE0TO701015,2025-09-08,401.1,127550,53103848.125,-2.7989821882951547,-12.804347826086952,-12.557226945716145,15.407854984894263,,,,,,
MANAKALUCO,268722,INE859Q01017,2025-09-08,31.02,99985,3060940.7899999996,3.9195979899497426,-1.897533206831124,8.76577840112202,39.85572587917042,3.6072144288577093,2.106649111257408,38.48214285714286,276.0,1420.934498455079,42.03738046792291
MANAKCOAT,268723,INE830Q01018,2025-09-08,151.26,112734,16579676.646000002,6.117581029886347,2.814029363784656,22.507491698388264,97.51893444763645,49.999999999999986,112.83241874208527,581.3513513513514,3729.367088607595,7229.1687348544765,80.43450815179705
MANAKSIA,200023,INE015D01022,2025-09-08,70.35,14071,990464.7255000001,0.990525409130057,-1.5533165407220817,-2.4271844660194177,12.111553784860549,-24.614230604372054,-25.37392595735653,-14.727272727272734,81.31443298969072,-1234.4053449437638,24.483435695497803
MANAKSTEEL,268726,INE824Q01011,2025-09-08,59.46,9667,579338.4765,-0.06722689075630109,-4.466580976863755,-0.9825145711906683,23.668885191347762,-7.6564683957136195,11.015683345780431,50.15151515151515,560.6666666666666,525.8800063596286,36.12034609598977
MANALIPETC,100268,INE201A01024,2025-09-08,73.28,598799,40102467.2285,7.685525349008089,13.051527306386932,26.323047750387868,19.193233571893305,11.929127844814422,-14.90942870413377,-25.528455284552848,161.71428571428572,1186.3682997030614,40.486708109126035
MANAPPURAM,131213,INE522D01027,2025-09-08,292.1,5034951,1349240994.2250001,6.218181818181826,12.99806576402322,10.08102506123987,41.48018986728665,63.41258741258743,42.34199113103651,177.2662553393451,103.41225626740949,4542.393034697159,62.67274693177711
MANBA,313201,INE939X01013,2025-09-08,139.71,73927,10213939.1375,0.8299653579676716,1.918587686022757,-7.988672286617489,4.098055286491319,-19.642240883469462,,,,,
MANCREDIT,313156,INE545L01039,2025-09-08,185.42,34089,6213487.2524999995,-0.42959939856084806,3.3959739028606335,-1.7434158232208259,12.239709443099274,25.03034389750504,31.224345364472732,,,1854.1482646580114,44.9012739712293
MANGALAM,132637,INE584F01014,2025-09-08,77.34,12653,991356.2235000001,1.349757567815491,-0.24506642589964883,-6.796818510484455,-4.199182460052025,-34.12826846094881,-41.074285714285715,-46.384748700173304,-44.178996752075065,-2459.0658127280826,16.387439143530578
MANGCHEFER,130011,INE558B01017,2025-09-08,324.0,855684,300584675.52000004,-9.357952161141416,-8.655201578798982,13.744075829383878,131.0819485058127,105.88422189743916,149.5186753946862,150.77399380804957,914.0845070422536,10932.945007959195,100.0
MANGLMCEM,102157,INE347A01017,2025-09-08,737.3,64489,47273177.7825,0.25836279575740784,1.1663007683863886,-7.756787188790192,0.0,-19.275195708107525,-26.003613006824573,101.55822854018588,290.6225165562914,-1496.6627758644113,22.74970188738138
MANINDS,113269,INE993A01026,2025-09-08,418.05,356502,143963528.895,7.897793263646928,-0.40500297796307055,6.931832715180976,68.6161416528859,13.910081743869213,6.401119877831518,371.83972911963895,618.9165950128977,2577.1750562927014,49.68106605731245
MANINFRA,200083,INE949H01023,2025-09-08,153.42,985688,159980612.308,-3.854107915021624,-7.6895306859205785,-8.684006904350934,7.791751563268442,-35.15364132042775,-20.251585403888143,61.57977883096365,881.3646055437121,-1756.5884375627295,21.031382960434527
MANKIND,211840,INE634S01028,2025-09-08,2579.4,180468,453310350.48,2.320599785790789,4.551903044059835,8.542332940582394,19.061136882919076,-2.680676866192523,6.439433016279125,,,666.12930082482,37.047507406634764
